"cn","Aou","GL.mean.PopEst","GL.med.PopEst","GL.80LCI.PopEst","GL.80UCI.PopEst","GL.95LCI.PopEst","GL.95UCI.PopEst","WH.mean.PopEst","WH.med.PopEst","WH.80LCI.PopEst","WH.80UCI.PopEst","WH.95LCI.PopEst","WH.95UCI.PopEst","USCAN.mean.PopEst","USCAN.med.PopEst","USCAN.80LCI.PopEst","USCAN.80UCI.PopEst","USCAN.95LCI.PopEst","USCAN.95UCI.PopEst","rounded.GL.mean.PopEst","rounded.GL.med.PopEst","rounded.GL.80LCI.PopEst","rounded.GL.80UCI.PopEst","rounded.GL.95LCI.PopEst","rounded.GL.95UCI.PopEst","rounded.WH.mean.PopEst","rounded.WH.med.PopEst","rounded.WH.80LCI.PopEst","rounded.WH.80UCI.PopEst","rounded.WH.95LCI.PopEst","rounded.WH.95UCI.PopEst","rounded.USCAN.mean.PopEst","rounded.USCAN.med.PopEst","rounded.USCAN.80LCI.PopEst","rounded.USCAN.80UCI.PopEst","rounded.USCAN.95LCI.PopEst","rounded.USCAN.95UCI.PopEst","PS.Score","PS.80LCI.Score","PS.80UCI.Score","PS.95LCI.Score","PS.95UCI.Score","Distance","Availability"
"Sulphur-bellied Flycatcher",4510,263482.945736434,209457.364341085,0,575829.457364341,0,874512.596899225,263482.945736434,209457.364341085,0,575829.457364341,0,874512.596899225,6797.86,5404,0,14856.4,0,22562.425,263000,209000,0,576000,0,875000,263000,209000,0,576000,0,875000,6800,5400,0,14900,0,22600,4,5,3,5,3,"existing","existing"
"Great Crested Flycatcher",4520,8811634.32686537,8852007.4014803,8216203.14062813,9389787.95759152,7877713.49269854,9701885.60212042,8811634.32686537,8852007.4014803,8216203.14062813,9389787.95759152,7877713.49269854,9701885.60212042,8809872,8850237,8214559.9,9387910,7876137.95,9699945.225,8810000,8850000,8220000,9390000,7880000,9700000,8810000,8850000,8220000,9390000,7880000,9700000,8810000,8850000,8210000,9390000,7880000,9700000,2,2,2,2,2,"existing","existing"
"Brown-crested Flycatcher",4530,47255571.3675214,46466837.6068376,34768401.7094017,59703786.3247863,30148914.5299145,67545792.7350427,47255571.3675214,46466837.6068376,34768401.7094017,59703786.3247863,30148914.5299145,67545792.7350427,1105780.37,1087324,813580.6,1397068.6,705484.6,1580571.55,47300000,46500000,34800000,59700000,30100000,67500000,47300000,46500000,34800000,59700000,30100000,67500000,1110000,1090000,814000,1400000,705000,1580000,2,2,1,2,1,"existing","existing"
"Ash-throated Flycatcher",4540,10420591.8294596,10263159.1330386,9235954.5130472,11772328.104948,8732608.61970626,12765863.3965493,10420591.8294596,10263159.1330386,9235954.5130472,11772328.104948,8732608.61970626,12765863.3965493,7307961.05,7197553.5,6477174.9,8255933.7,6124178.425,8952700,10400000,10300000,9240000,11800000,8730000,12800000,10400000,10300000,9240000,11800000,8730000,12800000,7310000,7200000,6480000,8260000,6120000,8950000,2,2,2,2,2,"existing","existing"
"Eastern Phoebe",4560,33258414.85,33268153.5,32161335,34235220.2,31432962.075,35190925.65,33258414.85,33268153.5,32161335,34235220.2,31432962.075,35190925.65,33258414.85,33268153.5,32161335,34235220.2,31432962.075,35190925.65,33300000,33300000,32200000,34200000,31400000,35200000,33300000,33300000,32200000,34200000,31400000,35200000,33300000,33300000,32200000,34200000,31400000,35200000,2,2,2,2,2,"existing","existing"
"Say's Phoebe",4570,5563935.08810573,5528693.83259912,5038191.74008811,6041839.0969163,4778745.0715859,6269252.9185022,5563935.08810573,5528693.83259912,5038191.74008811,6041839.0969163,4778745.0715859,6269252.9185022,5052053.06,5020054,4574678.1,5485989.9,4339100.525,5692481.65,5560000,5530000,5040000,6040000,4780000,6270000,5560000,5530000,5040000,6040000,4780000,6270000,5050000,5020000,4570000,5490000,4340000,5690000,2,2,2,3,2,"existing","existing"
"Black Phoebe",4580,6585893.28442438,6353738.71331828,5122199.20993228,8336725.73363431,4839908.01354402,10090697.9401806,6585893.28442438,6353738.71331828,5122199.20993228,8336725.73363431,4839908.01354402,10090697.9401806,1167020.29,1125882.5,907653.7,1477267.8,857631.7,1788071.675,6590000,6350000,5120000,8340000,4840000,10100000,6590000,6350000,5120000,8340000,4840000,10100000,1170000,1130000,908000,1480000,858000,1790000,2,2,2,3,2,"existing","existing"
"Olive-sided Flycatcher",4590,1628825.67499749,1604590.48479374,1466537.99056509,1825321.69025394,1404908.33584262,1926924.19451972,1628825.67499749,1604590.48479374,1466537.99056509,1825321.69025394,1404908.33584262,1926924.19451972,1622799.02,1598653.5,1461111.8,1818568,1399710.175,1919794.575,1630000,1600000,1470000,1830000,1400000,1930000,1630000,1600000,1470000,1830000,1400000,1930000,1620000,1600000,1460000,1820000,1400000,1920000,3,3,3,3,3,"existing","existing"
"Greater Pewee",4600,124782.218844985,103966.565349544,51591.9452887538,240762.917933131,19094.2249240122,289176.671732523,124782.218844985,103966.565349544,51591.9452887538,240762.917933131,19094.2249240122,289176.671732523,16421.34,13682,6789.5,31684.4,2512.8,38055.65,125000,104000,51600,241000,19100,289000,125000,104000,51600,241000,19100,289000,16400,13700,6790,31700,2510,38100,4,4,4,5,4,"existing","existing"
"Eastern Wood-Pewee",4610,6930231.49,6918691,6523121.7,7376861.4,6399612.175,7530532.525,6930231.49,6918691,6523121.7,7376861.4,6399612.175,7530532.525,6930231.49,6918691,6523121.7,7376861.4,6399612.175,7530532.525,6930000,6920000,6520000,7380000,6400000,7530000,6930000,6920000,6520000,7380000,6400000,7530000,6930000,6920000,6520000,7380000,6400000,7530000,2,2,2,2,2,"existing","existing"
"Western Wood-Pewee",4620,10458926.121372,10445258.1163244,9506211.19651256,11497503.3841918,9034459.50441666,12060249.6271653,10458926.121372,10445258.1163244,9506211.19651256,11497503.3841918,9034459.50441666,12060249.6271653,9117045.9,9105131.5,8286564.3,10022373.7,7875338.35,10512919.6,10500000,10400000,9510000,11500000,9030000,12100000,10500000,10400000,9510000,11500000,9030000,12100000,9120000,9110000,8290000,1e+07,7880000,10500000,2,2,2,2,2,"existing","existing"
"Yellow-bellied Flycatcher",4630,12451592.22,12365769.5,11004485.1,13835330.1,10379463.45,14717063.875,12451592.22,12365769.5,11004485.1,13835330.1,10379463.45,14717063.875,12451592.22,12365769.5,11004485.1,13835330.1,10379463.45,14717063.875,12500000,12400000,1.1e+07,13800000,10400000,14700000,12500000,12400000,1.1e+07,13800000,10400000,14700000,12500000,12400000,1.1e+07,13800000,10400000,14700000,2,2,2,2,2,"existing","existing"
"Cordilleran Flycatcher",4640,2687669.66307843,2738142.73731302,2136462.04389767,3318098.28044177,1886758.49294003,3533416.01425975,2687669.66307843,2738142.73731302,2136462.04389767,3318098.28044177,1886758.49294003,3533416.01425975,1922490.11,1958593.5,1528211.3,2373435.7,1349598.35,2527452.475,2690000,2740000,2140000,3320000,1890000,3530000,2690000,2740000,2140000,3320000,1890000,3530000,1920000,1960000,1530000,2370000,1350000,2530000,3,3,3,3,3,"existing","existing"
"Pacific-slope Flycatcher",4641,9629211.46682775,9565261.75375013,8211896.70794322,11273038.961039,7582877.70562771,11585437.5062922,9629211.46682775,9565261.75375013,8211896.70794322,11273038.961039,7582877.70562771,11585437.5062922,9564695.75,9501174.5,8156877,11197509.6,7532072.425,11507815.075,9630000,9570000,8210000,11300000,7580000,11600000,9630000,9570000,8210000,11300000,7580000,11600000,9560000,9500000,8160000,11200000,7530000,11500000,2,2,2,2,2,"existing","existing"
"Acadian Flycatcher",4650,5618703.31,5605995.5,5349172.1,5925105.3,5238334.425,6029953.2,5618703.31,5605995.5,5349172.1,5925105.3,5238334.425,6029953.2,5618703.31,5605995.5,5349172.1,5925105.3,5238334.425,6029953.2,5620000,5610000,5350000,5930000,5240000,6030000,5620000,5610000,5350000,5930000,5240000,6030000,5620000,5610000,5350000,5930000,5240000,6030000,2,2,2,2,2,"existing","existing"
"Willow Flycatcher",4660,8099546.1,8102607.5,7473837.8,8804905.4,7246531.275,9060578.65,8099546.1,8102607.5,7473837.8,8804905.4,7246531.275,9060578.65,8099546.1,8102607.5,7473837.8,8804905.4,7246531.275,9060578.65,8100000,8100000,7470000,8800000,7250000,9060000,8100000,8100000,7470000,8800000,7250000,9060000,8100000,8100000,7470000,8800000,7250000,9060000,2,2,2,2,2,"existing","existing"
"Alder Flycatcher",4661,116779004.5,116613809.5,106924628.1,126305254.7,104117603.45,132754216.05,116779004.5,116613809.5,106924628.1,126305254.7,104117603.45,132754216.05,116779004.5,116613809.5,106924628.1,126305254.7,104117603.45,132754216.05,1.17e+08,1.17e+08,1.07e+08,1.26e+08,1.04e+08,1.33e+08,1.17e+08,1.17e+08,1.07e+08,1.26e+08,1.04e+08,1.33e+08,1.17e+08,1.17e+08,1.07e+08,1.26e+08,1.04e+08,1.33e+08,1,1,1,1,1,"existing","existing"
"Least Flycatcher",4670,26743559.5,26546778,24700621.8,28913224,23999758.05,30454628.6,26743559.5,26546778,24700621.8,28913224,23999758.05,30454628.6,26743559.5,26546778,24700621.8,28913224,23999758.05,30454628.6,26700000,26500000,24700000,28900000,2.4e+07,30500000,26700000,26500000,24700000,28900000,2.4e+07,30500000,26700000,26500000,24700000,28900000,2.4e+07,30500000,2,2,2,2,2,"existing","existing"
"Hammond's Flycatcher",4680,20580723.58,20469549.5,18317276.7,22804548.5,17412287.225,23878545.075,20580723.58,20469549.5,18317276.7,22804548.5,17412287.225,23878545.075,20580723.58,20469549.5,18317276.7,22804548.5,17412287.225,23878545.075,20600000,20500000,18300000,22800000,17400000,23900000,20600000,20500000,18300000,22800000,17400000,23900000,20600000,20500000,18300000,22800000,17400000,23900000,2,2,2,2,2,"existing","existing"
"Dusky Flycatcher",4690,7795452.52240459,7749276.50790454,6807718.86013493,8791718.15527137,6390015.55734569,9237775.17369852,7795452.52240459,7749276.50790454,6807718.86013493,8791718.15527137,6390015.55734569,9237775.17369852,7741663.9,7695806.5,6760745.6,8731055.3,6345924.45,9174034.525,7800000,7750000,6810000,8790000,6390000,9240000,7800000,7750000,6810000,8790000,6390000,9240000,7740000,7700000,6760000,8730000,6350000,9170000,2,2,2,2,2,"existing","existing"
"Gray Flycatcher",4691,2952946.44,2877164.5,2343486.3,3639143.6,2160905.45,4082473.8,2952946.44,2877164.5,2343486.3,3639143.6,2160905.45,4082473.8,2952946.44,2877164.5,2343486.3,3639143.6,2160905.45,4082473.8,2950000,2880000,2340000,3640000,2160000,4080000,2950000,2880000,2340000,3640000,2160000,4080000,2950000,2880000,2340000,3640000,2160000,4080000,3,3,3,3,3,"existing","existing"
"Vermilion Flycatcher",4710,7173507.28952772,6988685.83162218,5045070.84188912,9318250.51334702,4342296.97125257,10776708.4188912,7173507.28952772,6988685.83162218,5045070.84188912,9318250.51334702,4342296.97125257,10776708.4188912,698699.61,680698,491389.9,907597.6,422939.725,1049651.4,7170000,6990000,5050000,9320000,4340000,10800000,7170000,6990000,5050000,9320000,4340000,10800000,699000,681000,491000,908000,423000,1050000,2,2,2,3,2,"existing","existing"
"Northern Beardless-Tyrannulet",4720,2418537.90322581,2166451.61290323,1016854.83870968,4507274.19354839,216848.790322581,4997278.22580645,2418537.90322581,2166451.61290323,1016854.83870968,4507274.19354839,216848.790322581,4997278.22580645,29989.87,26864,12609,55890.2,2688.925,61966.25,2420000,2170000,1020000,4510000,217000,5e+06,2420000,2170000,1020000,4510000,217000,5e+06,30000,26900,12600,55900,2690,62000,3,3,3,4,3,"existing","existing"
"Horned Lark",4740,210577223.076923,204203443.665999,156584364.312268,271211792.822419,143665087.968259,303797686.731484,157938562.809651,153158057.372654,117442471.206434,203416115.710456,107752667.587131,227856409.758713,147277709.82,142819888.5,109515104.4,189685527.9,100479362.525,212476102.1,2.11e+08,2.04e+08,1.57e+08,2.71e+08,1.44e+08,3.04e+08,1.58e+08,1.53e+08,1.17e+08,2.03e+08,1.08e+08,2.28e+08,1.47e+08,1.43e+08,1.1e+08,1.9e+08,1e+08,2.12e+08,1,1,1,1,1,"existing","existing"
"Black-billed Magpie",4750,5967739.37,5969125.5,5419646.3,6479892.9,5129677.725,6849252.2,5967739.37,5969125.5,5419646.3,6479892.9,5129677.725,6849252.2,5967739.37,5969125.5,5419646.3,6479892.9,5129677.725,6849252.2,5970000,5970000,5420000,6480000,5130000,6850000,5970000,5970000,5420000,6480000,5130000,6850000,5970000,5970000,5420000,6480000,5130000,6850000,2,2,2,2,2,"existing","existing"
"Yellow-billed Magpie",4760,79950.53,75844,55639.1,116008.2,36375.95,134130.4,79950.53,75844,55639.1,116008.2,36375.95,134130.4,79950.53,75844,55639.1,116008.2,36375.95,134130.4,80000,75800,55600,116000,36400,134000,80000,75800,55600,116000,36400,134000,80000,75800,55600,116000,36400,134000,4,4,4,5,4,"existing","existing"
"Blue Jay",4770,17295037.42,17275648.5,16469871.7,18190455.4,15855749.35,18490387.325,17295037.42,17275648.5,16469871.7,18190455.4,15855749.35,18490387.325,17295037.42,17275648.5,16469871.7,18190455.4,15855749.35,18490387.325,17300000,17300000,16500000,18200000,15900000,18500000,17300000,17300000,16500000,18200000,15900000,18500000,17300000,17300000,16500000,18200000,15900000,18500000,2,2,2,2,2,"existing","existing"
"Steller's Jay",4780,3413576.36020151,3436578.08564232,2969717.00251889,3764245.21410579,2683668.13602015,4038206.8324937,3413576.36020151,3436578.08564232,2969717.00251889,3764245.21410579,2683668.13602015,4038206.8324937,2710379.63,2728643,2357955.3,2988810.7,2130832.5,3206336.225,3410000,3440000,2970000,3760000,2680000,4040000,3410000,3440000,2970000,3760000,2680000,4040000,2710000,2730000,2360000,2990000,2130000,3210000,3,3,3,3,3,"existing","existing"
"Florida Scrub-Jay",4790,5081.32,4354.5,1391.6,10701.8,372.65,13171.775,5081.32,4354.5,1391.6,10701.8,372.65,13171.775,5081.32,4354.5,1391.6,10701.8,372.65,13171.775,5080,4350,1390,10700,373,13200,5080,4350,1390,10700,373,13200,5080,4350,1390,10700,373,13200,5,5,5,5,5,"existing","existing"
"Western Scrub-Jay",4810,3501.29661809918,2934.09971928887,1578.53228178051,5837.32121374148,946.999064296217,8505.41371474402,3501.29661809918,2934.09971928887,1578.53228178051,5837.32121374148,946.999064296217,8505.41371474402,2619.32,2195,1180.9,4366.9,708.45,6362.9,3500,2930,1580,5840,947,8510,3500,2930,1580,5840,947,8510,2620,2200,1180,4370,708,6360,5,5,5,5,5,"existing","existing"
"Mexican Jay",4820,488445.587375804,427562.828755114,211725.891291642,875326.709526593,97544.2723553478,1135279.07656341,488445.587375804,427562.828755114,211725.891291642,875326.709526593,97544.2723553478,1135279.07656341,83573.04,73156,36226.3,149768.4,16689.825,194246.25,488000,428000,212000,875000,97500,1140000,488000,428000,212000,875000,97500,1140000,83600,73200,36200,150000,16700,194000,4,4,3,4,3,"existing","existing"
"Green Jay",4830,2185961.22994652,2141590.90909091,1374425.13368984,3039569.51871658,1144936.4973262,3550596.92513369,2185961.22994652,2141590.90909091,1374425.13368984,3039569.51871658,1144936.4973262,3550596.92513369,81754.95,80095.5,51403.5,113679.9,42820.625,132792.325,2190000,2140000,1370000,3040000,1140000,3550000,2190000,2140000,1370000,3040000,1140000,3550000,81800,80100,51400,114000,42800,133000,3,3,3,3,3,"existing","existing"
"Canada Jay",4840,21927739.52,21795536,19958442.2,23646497.2,19725870.9,24879791.125,21927739.52,21795536,19958442.2,23646497.2,19725870.9,24879791.125,21927739.52,21795536,19958442.2,23646497.2,19725870.9,24879791.125,21900000,21800000,2e+07,23600000,19700000,24900000,21900000,21800000,2e+07,23600000,19700000,24900000,21900000,21800000,2e+07,23600000,19700000,24900000,2,2,2,2,2,"existing","existing"
"Common Raven",4860,27035194.3661972,27069979.6145293,24873895.8487769,29530613.4173462,23783772.7020015,30538925.2223869,8109055.51973319,8119489.1606448,7460786.10339077,8857542.52362424,7133809.75541968,9159980.01667593,7294095.44,7303480.5,6710977.1,7967359.5,6416861.875,8239402.025,2.7e+07,27100000,24900000,29500000,23800000,30500000,8110000,8120000,7460000,8860000,7130000,9160000,7290000,7300000,6710000,7970000,6420000,8240000,2,2,2,2,2,"existing","existing"
"Chihuahuan Raven",4870,608442.682421227,604916.044776119,508885.779436153,721413.971807629,441604.01119403,775613.702321725,608442.682421227,604916.044776119,508885.779436153,721413.971807629,441604.01119403,775613.702321725,293512.75,291811.5,245486.5,348010.1,213029.775,374156.05,608000,605000,509000,721000,442000,776000,608000,605000,509000,721000,442000,776000,294000,292000,245000,348000,213000,374000,3,3,3,4,3,"existing","existing"
"American Crow",4880,25683411.7058529,25686057.5287644,24719987.0935468,26612689.8449225,24221474.162081,27090531.2656328,25683411.7058529,25686057.5287644,24719987.0935468,26612689.8449225,24221474.162081,27090531.2656328,25670570,25673214.5,24707627.1,26599383.5,24209363.425,27076986,25700000,25700000,24700000,26600000,24200000,27100000,25700000,25700000,24700000,26600000,24200000,27100000,25700000,25700000,24700000,26600000,24200000,27100000,2,2,2,2,2,"existing","existing"
"Northwestern Crow",4890,604647.78,592594,424368.1,818493,346096.325,901797.4,604647.78,592594,424368.1,818493,346096.325,901797.4,604647.78,592594,424368.1,818493,346096.325,901797.4,605000,593000,424000,818000,346000,902000,605000,593000,424000,818000,346000,902000,605000,593000,424000,818000,346000,902000,3,4,3,4,3,"existing","existing"
"Fish Crow",4900,502733.87,499815,456530.3,547853.9,434570.7,564678.275,502733.87,499815,456530.3,547853.9,434570.7,564678.275,502733.87,499815,456530.3,547853.9,434570.7,564678.275,503000,5e+05,457000,548000,435000,565000,503000,5e+05,457000,548000,435000,565000,503000,5e+05,457000,548000,435000,565000,4,4,3,4,3,"existing","existing"
"Clark's Nutcracker",4910,239899.52,237754,203990.7,273271.8,186559.05,298591.675,239899.52,237754,203990.7,273271.8,186559.05,298591.675,239899.52,237754,203990.7,273271.8,186559.05,298591.675,240000,238000,204000,273000,187000,299000,240000,238000,204000,273000,187000,299000,240000,238000,204000,273000,187000,299000,4,4,4,4,4,"existing","existing"
"Pinyon Jay",4920,784231.493604593,774569.443045624,606533.487763118,998100.513646893,553340.643569342,1090555.14150468,784231.493604593,774569.443045624,606533.487763118,998100.513646893,553340.643569342,1090555.14150468,778663.45,769070,602227.1,991014,549411.925,1082812.2,784000,775000,607000,998000,553000,1090000,784000,775000,607000,998000,553000,1090000,779000,769000,602000,991000,549000,1080000,3,3,3,3,3,"existing","existing"
"European Starling",4930,219972018.527132,218982821.705426,206954309.819121,233448836.692506,202695678.488372,242713051.162791,87997902.8013231,87602183.1713872,82790281.0626421,93389187.3061815,81086652.4446971,97095256.1505065,85129171.17,84746352,80091317.9,90344699.8,78443227.575,93929950.8,2.2e+08,2.19e+08,2.07e+08,2.33e+08,2.03e+08,2.43e+08,8.8e+07,87600000,82800000,93400000,81100000,97100000,85100000,84700000,80100000,90300000,78400000,93900000,1,1,1,1,1,"existing","existing"
"Bobolink",4940,8936682.12,8784132.5,8274594.8,9736357.4,8015628.35,10287434.4,8936682.12,8784132.5,8274594.8,9736357.4,8015628.35,10287434.4,8936682.12,8784132.5,8274594.8,9736357.4,8015628.35,10287434.4,8940000,8780000,8270000,9740000,8020000,10300000,8940000,8780000,8270000,9740000,8020000,10300000,8940000,8780000,8270000,9740000,8020000,10300000,2,2,2,2,2,"existing","existing"
"Brown-headed Cowbird",4950,129445450.005473,129568629.447181,122824232.950192,136254612.698413,120793980.870279,137801996.113848,129445450.005473,129568629.447181,122824232.950192,136254612.698413,120793980.870279,137801996.113848,118248418.58,118360943,112199936.8,124468588.7,110345301.525,125882123.45,1.29e+08,1.3e+08,1.23e+08,1.36e+08,1.21e+08,1.38e+08,1.29e+08,1.3e+08,1.23e+08,1.36e+08,1.21e+08,1.38e+08,1.18e+08,1.18e+08,1.12e+08,1.24e+08,1.1e+08,1.26e+08,1,1,1,1,1,"existing","existing"
"Bronzed Cowbird",4960,4566196.89922481,4488919.57364341,3227357.55813953,5977330.42635659,2938484.98062016,6698584.30232558,4566196.89922481,4488919.57364341,3227357.55813953,5977330.42635659,2938484.98062016,6698584.30232558,471231.52,463256.5,333063.3,616860.5,303251.65,691293.9,4570000,4490000,3230000,5980000,2940000,6700000,4570000,4490000,3230000,5980000,2940000,6700000,471000,463000,333000,617000,303000,691000,3,3,2,3,2,"existing","existing"
"Yellow-headed Blackbird",4970,11932601.3822115,12048996.3942308,9685465.64503205,14245543.8701923,8970449.19370994,15336008.3884215,11932601.3822115,12048996.3942308,9685465.64503205,14245543.8701923,8970449.19370994,15336008.3884215,11913509.22,12029718,9669968.9,14222751,8956096.475,15311470.775,11900000,1.2e+07,9690000,14200000,8970000,15300000,11900000,1.2e+07,9690000,14200000,8970000,15300000,11900000,1.2e+07,9670000,14200000,8960000,15300000,2,2,2,2,2,"existing","existing"
"Red-winged Blackbird",4980,172194886.746204,171940382.321041,160942569.414317,183149856.073753,156673906.019523,189801602.006508,172194886.746204,171940382.321041,160942569.414317,183149856.073753,156673906.019523,189801602.006508,158763685.58,158529032.5,148389049,168864167.3,144453341.35,174997077.05,1.72e+08,1.72e+08,1.61e+08,1.83e+08,1.57e+08,1.9e+08,1.72e+08,1.72e+08,1.61e+08,1.83e+08,1.57e+08,1.9e+08,1.59e+08,1.59e+08,1.48e+08,1.69e+08,1.44e+08,1.75e+08,1,1,1,1,1,"existing","existing"
"Tricolored Blackbird",5000,249632.485676952,226182.530907629,129284.450698563,390592.521861494,82822.5198512413,499846.265956377,249632.485676952,226182.530907629,129284.450698563,390592.521861494,82822.5198512413,499846.265956377,248359.36,225029,128625.1,388600.5,82400.125,497297.05,250000,226000,129000,391000,82800,5e+05,250000,226000,129000,391000,82800,5e+05,248000,225000,129000,389000,82400,497000,4,4,4,4,4,"existing","existing"
"Eastern Meadowlark",5010,32981439.8461538,33220726.1538462,30272762.1538462,35800657.2307692,28970419.8846154,36740450.3461538,32981439.8461538,33220726.1538462,30272762.1538462,35800657.2307692,28970419.8846154,36740450.3461538,21437935.9,21593472,19677295.4,23270427.2,18830772.925,23881292.725,3.3e+07,33200000,30300000,35800000,2.9e+07,36700000,3.3e+07,33200000,30300000,35800000,2.9e+07,36700000,21400000,21600000,19700000,23300000,18800000,23900000,2,2,2,2,2,"existing","existing"
