"cn","Aou","GL.mean.PopEst","GL.med.PopEst","GL.80LCI.PopEst","GL.80UCI.PopEst","GL.95LCI.PopEst","GL.95UCI.PopEst","WH.mean.PopEst","WH.med.PopEst","WH.80LCI.PopEst","WH.80UCI.PopEst","WH.95LCI.PopEst","WH.95UCI.PopEst","USCAN.mean.PopEst","USCAN.med.PopEst","USCAN.80LCI.PopEst","USCAN.80UCI.PopEst","USCAN.95LCI.PopEst","USCAN.95UCI.PopEst","rounded.GL.mean.PopEst","rounded.GL.med.PopEst","rounded.GL.80LCI.PopEst","rounded.GL.80UCI.PopEst","rounded.GL.95LCI.PopEst","rounded.GL.95UCI.PopEst","rounded.WH.mean.PopEst","rounded.WH.med.PopEst","rounded.WH.80LCI.PopEst","rounded.WH.80UCI.PopEst","rounded.WH.95LCI.PopEst","rounded.WH.95UCI.PopEst","rounded.USCAN.mean.PopEst","rounded.USCAN.med.PopEst","rounded.USCAN.80LCI.PopEst","rounded.USCAN.80UCI.PopEst","rounded.USCAN.95LCI.PopEst","rounded.USCAN.95UCI.PopEst","PS.Score","PS.80LCI.Score","PS.80UCI.Score","PS.95LCI.Score","PS.95UCI.Score","availability","edr"
"Western Screech-Owl",3732,190151.593202337,186732.607541158,134730.88157196,256523.765268189,107343.866171004,311009.592405736,190151.593202337,186732.607541158,134730.88157196,256523.765268189,107343.866171004,311009.592405736,143222.18,140647,101479.3,193213.7,80851.4,234252.425,190000,187000,135000,257000,107000,311000,190000,187000,135000,257000,107000,311000,143000,141000,101000,193000,80900,234000,4,4,4,4,4,FALSE,FALSE
"Great Horned Owl",3750,4431117.49231295,4401853.43354971,4167556.88418176,4737967.54355996,4045552.91253843,4817176.03348138,4431117.49231295,4401853.43354971,4167556.88418176,4737967.54355996,4045552.91253843,4817176.03348138,2593976.18,2576845,2439687.8,2773606.2,2368266.675,2819974.85,4430000,4400000,4170000,4740000,4050000,4820000,4430000,4400000,4170000,4740000,4050000,4820000,2590000,2580000,2440000,2770000,2370000,2820000,3,3,3,3,3,TRUE,TRUE
"Northern Hawk Owl",3770,79072.36,75306,42291,121643.2,29112.45,151693.05,39536.18,37653,21145.5,60821.6,14556.225,75846.525,39536.18,37653,21145.5,60821.6,14556.225,75846.525,79100,75300,42300,122000,29100,152000,39500,37700,21100,60800,14600,75800,39500,37700,21100,60800,14600,75800,4,5,4,5,4,FALSE,FALSE
"Burrowing Owl",3780,2727017.89372599,2677371.95902689,2357950.38412292,3130386.04353393,2060778.88924456,3451781.2099872,2727017.89372599,2677371.95902689,2357950.38412292,3130386.04353393,2060778.88924456,3451781.2099872,851920.39,836411,736623.7,977932.6,643787.325,1078336.45,2730000,2680000,2360000,3130000,2060000,3450000,2730000,2680000,2360000,3130000,2060000,3450000,852000,836000,737000,978000,644000,1080000,3,3,3,3,3,TRUE,TRUE
"Northern Pygmy-Owl",3790,80697.7662264681,79570.8064062939,67423.574037651,97713.9645967969,58987.039898848,107883.604945209,80697.7662264681,79570.8064062939,67423.574037651,97713.9645967969,58987.039898848,107883.604945209,57440.67,56638.5,47992.1,69552.8,41986.975,76791.55,80700,79600,67400,97700,59000,108000,80700,79600,67400,97700,59000,108000,57400,56600,48000,69600,42000,76800,4,4,4,4,4,TRUE,TRUE
"Elf Owl",3810,90230.8885163454,90667.43503772,13818.5247275775,165915.339480302,0,218482.292539815,90230.8885163454,90667.43503772,13818.5247275775,165915.339480302,0,218482.292539815,43058.18,43266.5,6594.2,79174.8,0,104259.75,90200,90700,13800,166000,0,218000,90200,90700,13800,166000,0,218000,43100,43300,6590,79200,0,104000,4,5,4,5,4,FALSE,FALSE
"Monk Parakeet",3824,706695.547945205,688424.657534247,39746.5753424658,1276613.01369863,0,1739619.8630137,706695.547945205,688424.657534247,39746.5753424658,1276613.01369863,0,1739619.8630137,20635.51,20102,1160.6,37277.1,0,50796.9,707000,688000,39700,1280000,0,1740000,707000,688000,39700,1280000,0,1740000,20600,20100,1160,37300,0,50800,3,5,3,5,3,FALSE,FALSE
"Groove-billed Ani",3840,616484.027777778,561192.12962963,328888.888888889,974611.111111111,242625.578703704,1247773.14814815,616484.027777778,561192.12962963,328888.888888889,974611.111111111,242625.578703704,1247773.14814815,26632.11,24243.5,14208,42103.2,10481.425,53903.8,616000,561000,329000,975000,243000,1250000,616000,561000,329000,975000,243000,1250000,26600,24200,14200,42100,10500,53900,3,4,3,4,3,FALSE,FALSE
"Greater Roadrunner",3850,2815998.28029572,2783024.75088396,2541204.91803279,3148864.67373835,2437163.37190614,3310802.11346834,2815998.28029572,2783024.75088396,2541204.91803279,3148864.67373835,2437163.37190614,3310802.11346834,1752114.13,1731598,1581137.7,1959223.6,1516403.05,2059981.075,2820000,2780000,2540000,3150000,2440000,3310000,2820000,2780000,2540000,3150000,2440000,3310000,1750000,1730000,1580000,1960000,1520000,2060000,3,3,3,3,3,TRUE,TRUE
"Mangrove Cuckoo",3860,146398.326359833,124341.0041841,57322.1757322176,281073.221757322,25809.10041841,368346.234309623,146398.326359833,124341.0041841,57322.1757322176,281073.221757322,25809.10041841,368346.234309623,6997.84,5943.5,2740,13435.3,1233.675,17606.95,146000,124000,57300,281000,25800,368000,146000,124000,57300,281000,25800,368000,7000,5940,2740,13400,1230,17600,4,4,4,5,4,TRUE,FALSE
"Yellow-billed Cuckoo",3870,89608014.2140858,89636129.3143657,87016975.5130597,92550952.7751866,85595080.6028451,94111875.3206623,89608014.2140858,89636129.3143657,87016975.5130597,92550952.7751866,85595080.6028451,94111875.3206623,76847832.99,76871944.5,74625758.2,79371697.1,73406341.125,80710344.275,89600000,89600000,8.7e+07,92600000,85600000,94100000,89600000,89600000,8.7e+07,92600000,85600000,94100000,76800000,76900000,74600000,79400000,73400000,80700000,1,1,1,1,1,TRUE,TRUE
"Black-billed Cuckoo",3880,3564573.78,3546100.5,3269775.2,3849177.8,3117918.975,4043250.15,3564573.78,3546100.5,3269775.2,3849177.8,3117918.975,4043250.15,3564573.78,3546100.5,3269775.2,3849177.8,3117918.975,4043250.15,3560000,3550000,3270000,3850000,3120000,4040000,3560000,3550000,3270000,3850000,3120000,4040000,3560000,3550000,3270000,3850000,3120000,4040000,3,3,3,3,3,TRUE,TRUE
"Elegant Trogon",3890,24936.8595041322,18413.2231404959,0,58523.9669421488,0,83418.5950413222,24936.8595041322,18413.2231404959,0,58523.9669421488,0,83418.5950413222,1508.68,1114,0,3540.7,0,5046.82499999999,24900,18400,0,58500,0,83400,24900,18400,0,58500,0,83400,1510,1110,0,3540,0,5050,5,5,4,5,4,FALSE,FALSE
"Belted Kingfisher",3900,14288860.87,14367403.5,13292084.6,15221232.6,12943643.575,15814109.15,14288860.87,14367403.5,13292084.6,15221232.6,12943643.575,15814109.15,14288860.87,14367403.5,13292084.6,15221232.6,12943643.575,15814109.15,14300000,14400000,13300000,15200000,12900000,15800000,14300000,14400000,13300000,15200000,12900000,15800000,14300000,14400000,13300000,15200000,12900000,15800000,2,2,2,2,2,TRUE,TRUE
"Hairy Woodpecker",3930,48949937.0827666,49177402.42754,46754794.8100869,51282838.12912,45876732.4474207,52028436.1462802,48949937.0827666,49177402.42754,46754794.8100869,51282838.12912,45876732.4474207,52028436.1462802,46781454.87,46998843.5,44683557.4,49011008.4,43844393.2,49723576.425,48900000,49200000,46800000,51300000,45900000,5.2e+07,48900000,49200000,46800000,51300000,45900000,5.2e+07,46800000,4.7e+07,44700000,4.9e+07,43800000,49700000,2,2,1,2,1,TRUE,TRUE
"Downy Woodpecker",3940,112424699.969994,112372613.522705,110136314.762953,114948963.292659,108384139.102821,116245222.719544,112424699.969994,112372613.522705,110136314.762953,114948963.292659,108384139.102821,116245222.719544,112402215.03,112350139,110114287.5,114925973.5,108362462.275,116221973.675,1.12e+08,1.12e+08,1.1e+08,1.15e+08,1.08e+08,1.16e+08,1.12e+08,1.12e+08,1.1e+08,1.15e+08,1.08e+08,1.16e+08,1.12e+08,1.12e+08,1.1e+08,1.15e+08,1.08e+08,1.16e+08,1,1,1,1,1,TRUE,TRUE
"Red-cockaded Woodpecker",3950,486524.28,466182.5,318083.9,681501.5,264848.625,772925.625,486524.28,466182.5,318083.9,681501.5,264848.625,772925.625,486524.28,466182.5,318083.9,681501.5,264848.625,772925.625,487000,466000,318000,682000,265000,773000,487000,466000,318000,682000,265000,773000,487000,466000,318000,682000,265000,773000,4,4,3,4,3,TRUE,TRUE
"Ladder-backed Woodpecker",3960,16024168.6198278,15968746.1816162,14740457.6506526,17318067.4812552,14043991.2524299,18107719.3140794,16024168.6198278,15968746.1816162,14740457.6506526,17318067.4812552,14043991.2524299,18107719.3140794,5770303.12,5750345.5,5308038.8,6236236.1,5057241.25,6520589.725,1.6e+07,1.6e+07,14700000,17300000,1.4e+07,18100000,1.6e+07,1.6e+07,14700000,17300000,1.4e+07,18100000,5770000,5750000,5310000,6240000,5060000,6520000,2,2,2,2,2,TRUE,TRUE
"Nuttall's Woodpecker",3970,4205957.11254799,4093709.33521924,2712948.77753081,5715650.4344312,2161910.18387553,6389108.60779955,4205957.11254799,4093709.33521924,2712948.77753081,5715650.4344312,2161910.18387553,6389108.60779955,4163056.35,4051953.5,2685276.7,5657350.8,2139858.7,6323939.7,4210000,4090000,2710000,5720000,2160000,6390000,4210000,4090000,2710000,5720000,2160000,6390000,4160000,4050000,2690000,5660000,2140000,6320000,3,3,2,3,2,TRUE,TRUE
"Arizona Woodpecker",3975,632190,595526.315789474,131876.315789474,1177594.73684211,13851.9736842105,1525736.18421053,632190,595526.315789474,131876.315789474,1177594.73684211,13851.9736842105,1525736.18421053,24023.22,22630,5011.3,44748.6,526.375,57977.975,632000,596000,132000,1180000,13900,1530000,632000,596000,132000,1180000,13900,1530000,24000,22600,5010,44700,526,58000,3,4,3,5,3,FALSE,FALSE
"White-headed Woodpecker",3990,800743.17,777906.5,665072.5,989043.1,592128.625,1107306.75,800743.17,777906.5,665072.5,989043.1,592128.625,1107306.75,800743.17,777906.5,665072.5,989043.1,592128.625,1107306.75,801000,778000,665000,989000,592000,1110000,801000,778000,665000,989000,592000,1110000,801000,778000,665000,989000,592000,1110000,3,3,3,3,3,TRUE,TRUE
"Black-backed Woodpecker",4000,3600844.6,3514934,2965131.3,4171001.5,2710046.425,4700822.25,3600844.6,3514934,2965131.3,4171001.5,2710046.425,4700822.25,3600844.6,3514934,2965131.3,4171001.5,2710046.425,4700822.25,3600000,3510000,2970000,4170000,2710000,4700000,3600000,3510000,2970000,4170000,2710000,4700000,3600000,3510000,2970000,4170000,2710000,4700000,3,3,3,3,3,TRUE,TRUE
"American Three-toed Woodpecker",4010,4590335.18,4497684.5,3716588,5574951.1,3473560.95,6188252.875,4590335.18,4497684.5,3716588,5574951.1,3473560.95,6188252.875,4590335.18,4497684.5,3716588,5574951.1,3473560.95,6188252.875,4590000,4500000,3720000,5570000,3470000,6190000,4590000,4500000,3720000,5570000,3470000,6190000,4590000,4500000,3720000,5570000,3470000,6190000,3,3,2,3,2,TRUE,TRUE
"Yellow-bellied Sapsucker",4020,29831645.35,29776904,28162245.4,31635050.2,27022837.825,32442447.325,29831645.35,29776904,28162245.4,31635050.2,27022837.825,32442447.325,29831645.35,29776904,28162245.4,31635050.2,27022837.825,32442447.325,29800000,29800000,28200000,31600000,2.7e+07,32400000,29800000,29800000,28200000,31600000,2.7e+07,32400000,29800000,29800000,28200000,31600000,2.7e+07,32400000,2,2,2,2,2,TRUE,TRUE
"Red-naped Sapsucker",4021,6793068.81,6813618,6007403.5,7604618.5,5334540.25,8259607.775,6793068.81,6813618,6007403.5,7604618.5,5334540.25,8259607.775,6793068.81,6813618,6007403.5,7604618.5,5334540.25,8259607.775,6790000,6810000,6010000,7600000,5330000,8260000,6790000,6810000,6010000,7600000,5330000,8260000,6790000,6810000,6010000,7600000,5330000,8260000,2,2,2,2,2,TRUE,TRUE
"Red-breasted Sapsucker",4030,62748476.61,61703166,43676482.6,83194050.5,38642476.175,96803590.8499999,62748476.61,61703166,43676482.6,83194050.5,38642476.175,96803590.8499999,62748476.61,61703166,43676482.6,83194050.5,38642476.175,96803590.8499999,62700000,61700000,43700000,83200000,38600000,96800000,62700000,61700000,43700000,83200000,38600000,96800000,62700000,61700000,43700000,83200000,38600000,96800000,1,2,1,2,1,TRUE,TRUE
"Williamson's Sapsucker",4040,1200129.07,1180204,1012544.1,1414565.4,896146,1568391.125,1200129.07,1180204,1012544.1,1414565.4,896146,1568391.125,1200129.07,1180204,1012544.1,1414565.4,896146,1568391.125,1200000,1180000,1010000,1410000,896000,1570000,1200000,1180000,1010000,1410000,896000,1570000,1200000,1180000,1010000,1410000,896000,1570000,3,3,3,3,3,TRUE,TRUE
"Pileated Woodpecker",4050,28094174.81,27960206.5,26975699.4,29346013.9,26452900.1,29868088.575,28094174.81,27960206.5,26975699.4,29346013.9,26452900.1,29868088.575,28094174.81,27960206.5,26975699.4,29346013.9,26452900.1,29868088.575,28100000,2.8e+07,2.7e+07,29300000,26500000,29900000,28100000,2.8e+07,2.7e+07,29300000,26500000,29900000,28100000,2.8e+07,2.7e+07,29300000,26500000,29900000,2,2,2,2,2,TRUE,TRUE
"Red-headed Woodpecker",4060,11530373.91,11521842,10905817.2,12220157.3,10725225,12477362.4,11530373.91,11521842,10905817.2,12220157.3,10725225,12477362.4,11530373.91,11521842,10905817.2,12220157.3,10725225,12477362.4,11500000,11500000,10900000,12200000,10700000,12500000,11500000,11500000,10900000,12200000,10700000,12500000,11500000,11500000,10900000,12200000,10700000,12500000,2,2,2,2,2,TRUE,TRUE
"Acorn Woodpecker",4070,36218129.6420207,36112535.9652058,31705518.902643,41305525.9284042,29723428.9059886,44025192.3720308,36218129.6420207,36112535.9652058,31705518.902643,41305525.9284042,29723428.9059886,44025192.3720308,10825598.95,10794037,9476779.6,12346221.7,8884332.9,13159130,36200000,36100000,31700000,41300000,29700000,4.4e+07,36200000,36100000,31700000,41300000,29700000,4.4e+07,10800000,10800000,9480000,12300000,8880000,13200000,2,2,2,2,2,TRUE,TRUE
"Lewis's Woodpecker",4080,361952.45,364592,277016.3,435722.9,244638,480349.425,361952.45,364592,277016.3,435722.9,244638,480349.425,361952.45,364592,277016.3,435722.9,244638,480349.425,362000,365000,277000,436000,245000,480000,362000,365000,277000,436000,245000,480000,362000,365000,277000,436000,245000,480000,4,4,4,4,4,TRUE,TRUE
"Red-bellied Woodpecker",4090,99139483.01,99163333.5,96807853.6,101675792.8,95216758.275,103096417.225,99139483.01,99163333.5,96807853.6,101675792.8,95216758.275,103096417.225,99139483.01,99163333.5,96807853.6,101675792.8,95216758.275,103096417.225,99100000,99200000,96800000,1.02e+08,95200000,1.03e+08,99100000,99200000,96800000,1.02e+08,95200000,1.03e+08,99100000,99200000,96800000,1.02e+08,95200000,1.03e+08,1,1,1,1,1,TRUE,TRUE
"Golden-fronted Woodpecker",4100,6227551.81937747,6147242.4375274,5309172.29285401,7166523.89302937,4812752.84962736,7836695.30907497,6227551.81937747,6147242.4375274,5309172.29285401,7166523.89302937,4812752.84962736,7836695.30907497,1420504.57,1402186,1211022.2,1634684.1,1097788.925,1787550.2,6230000,6150000,5310000,7170000,4810000,7840000,6230000,6150000,5310000,7170000,4810000,7840000,1420000,1400000,1210000,1630000,1100000,1790000,2,2,2,3,2,TRUE,TRUE
"Gila Woodpecker",4110,6404939.77761836,5941009.68436155,4444863.70157819,8853410.68866571,3778450.05380201,9792144.54806313,6404939.77761836,5941009.68436155,4444863.70157819,8853410.68866571,3778450.05380201,9792144.54806313,1785697.21,1656353.5,1239228,2468330.9,1053431.875,2730049.9,6400000,5940000,4440000,8850000,3780000,9790000,6400000,5940000,4440000,8850000,3780000,9790000,1790000,1660000,1240000,2470000,1050000,2730000,2,3,2,3,2,TRUE,TRUE
"Northern Flicker",4120,25527746.2943412,25545196.8961149,24333486.8032095,26879794.3412162,23503335.4096284,27455625.3695101,25527746.2943412,25545196.8961149,24333486.8032095,26879794.3412162,23503335.4096284,27455625.3695101,24179881.29,24196410.5,23048678.7,25460541.2,22262359.3,26005968.35,25500000,25500000,24300000,26900000,23500000,27500000,25500000,25500000,24300000,26900000,23500000,27500000,24200000,24200000,2.3e+07,25500000,22300000,2.6e+07,2,2,2,2,2,TRUE,TRUE
"Gilded Flicker",4140,440737.727385996,422094.443060055,298309.743334164,614160.478445054,240647.832045851,756333.977074507,440737.727385996,422094.443060055,298309.743334164,614160.478445054,240647.832045851,756333.977074507,176868.05,169386.5,119711.7,246462.6,96571.975,303516.825,441000,422000,298000,614000,241000,756000,441000,422000,298000,614000,241000,756000,177000,169000,120000,246000,96600,304000,4,4,3,4,3,FALSE,FALSE
"Chuck-will's-widow",4160,2661426.88,2662913,2461185,2921232.9,2310535.75,3018078.85,2661426.88,2662913,2461185,2921232.9,2310535.75,3018078.85,2661426.88,2662913,2461185,2921232.9,2310535.75,3018078.85,2660000,2660000,2460000,2920000,2310000,3020000,2660000,2660000,2460000,2920000,2310000,3020000,2660000,2660000,2460000,2920000,2310000,3020000,3,3,3,3,3,TRUE,TRUE
"Eastern Whip-poor-will",4171,1558915.44,1529620,1291183.8,1814193.7,1238593.425,1983821.575,1558915.44,1529620,1291183.8,1814193.7,1238593.425,1983821.575,1558915.44,1529620,1291183.8,1814193.7,1238593.425,1983821.575,1560000,1530000,1290000,1810000,1240000,1980000,1560000,1530000,1290000,1810000,1240000,1980000,1560000,1530000,1290000,1810000,1240000,1980000,3,3,3,3,3,FALSE,FALSE
"Mexican Whip-poor-will",4172,250772.051282051,211376.923076923,49315.3846153846,505281.538461539,0,639942.179487179,250772.051282051,211376.923076923,49315.3846153846,505281.538461539,0,639942.179487179,48900.55,41218.5,9616.5,98529.9,0,124788.725,251000,211000,49300,505000,0,640000,251000,211000,49300,505000,0,640000,48900,41200,9620,98500,0,125000,4,5,3,5,3,FALSE,FALSE
"Common Poorwill",4180,2110513.55055599,1636428.75614171,837236.876131368,3504469.0974916,633397.498060512,7013742.53297126,2110513.55055599,1636428.75614171,837236.876131368,3504469.0974916,633397.498060512,7013742.53297126,1632271.18,1265614,647519,2710356.4,489869.625,5424428.47499997,2110000,1640000,837000,3500000,633000,7010000,2110000,1640000,837000,3500000,633000,7010000,1630000,1270000,648000,2710000,490000,5420000,3,3,3,3,2,TRUE,TRUE
"Common Nighthawk",4200,13103273.5205832,13065886.042024,12522681.2821612,13791838.7650086,12203137.7036878,14017646.8964408,13103273.5205832,13065886.042024,12522681.2821612,13791838.7650086,12203137.7036878,14017646.8964408,12222733.54,12187858.5,11681157.1,12865027.2,11383086.85,13075661.025,13100000,13100000,12500000,13800000,12200000,1.4e+07,13100000,13100000,12500000,13800000,12200000,1.4e+07,12200000,12200000,11700000,12900000,11400000,13100000,2,2,2,2,2,TRUE,TRUE
"Lesser Nighthawk",4210,11071736.4179104,11163242.5373134,8128220.89552239,13872867.5373134,7294763.89925373,15729381.7164179,11071736.4179104,11163242.5373134,8128220.89552239,13872867.5373134,7294763.89925373,15729381.7164179,2967225.36,2991749,2178363.2,3717928.5,1954996.725,4215474.3,11100000,11200000,8130000,13900000,7290000,15700000,11100000,11200000,8130000,13900000,7290000,15700000,2970000,2990000,2180000,3720000,1950000,4220000,2,2,2,2,2,FALSE,FALSE
"Black Swift",4220,252396.161389745,217595.965256374,122127.20650042,394131.129167834,95988.512188288,673468.058279629,252396.161389745,217595.965256374,122127.20650042,394131.129167834,95988.512188288,673468.058279629,90080.19,77660,43587.2,140665.4,34258.3,240360.75,252000,218000,122000,394000,96000,673000,252000,218000,122000,394000,96000,673000,90100,77700,43600,141000,34300,240000,4,4,4,4,3,FALSE,FALSE
"Chimney Swift",4230,134104303.95079,133770423.584717,128183874.774955,140489822.064413,125051640.803161,142519178.235647,134104303.95079,133770423.584717,128183874.774955,140489822.064413,125051640.803161,142519178.235647,134077483.09,133743669.5,128158238,140461724.1,125026630.475,142490674.4,1.34e+08,1.34e+08,1.28e+08,1.4e+08,1.25e+08,1.43e+08,1.34e+08,1.34e+08,1.28e+08,1.4e+08,1.25e+08,1.43e+08,1.34e+08,1.34e+08,1.28e+08,1.4e+08,1.25e+08,1.42e+08,1,1,1,1,1,TRUE,TRUE
"Vaux's Swift",4240,16320975.4030067,16110312.4433979,11720732.4760007,20723989.6757834,10105227.2233291,22491410.2970476,16320975.4030067,16110312.4433979,11720732.4760007,20723989.6757834,10105227.2233291,22491410.2970476,9010810.52,8894503.5,6471016.4,11441714.7,5579095.95,12417507.625,16300000,16100000,11700000,20700000,10100000,22500000,16300000,16100000,11700000,20700000,10100000,22500000,9010000,8890000,6470000,11400000,5580000,12400000,2,2,2,2,2,TRUE,TRUE
"White-throated Swift",4250,2018231.16710875,2019591.06984969,1636210.58060713,2380547.89272031,1459175.17683466,2766538.97730622,2018231.16710875,2019591.06984969,1636210.58060713,2380547.89272031,1459175.17683466,2766538.97730622,1369571.67,1370494.5,1110332.5,1615439.8,990196.275,1877373.35,2020000,2020000,1640000,2380000,1460000,2770000,2020000,2020000,1640000,2380000,1460000,2770000,1370000,1370000,1110000,1620000,990000,1880000,3,3,3,3,3,TRUE,TRUE
"Magnificent Hummingbird",4260,352451.631477927,317341.650671785,0,744074.856046066,0,1006426.58349328,352451.631477927,317341.650671785,0,744074.856046066,0,1006426.58349328,18362.73,16533.5,0,38766.3,0,52434.825,352000,317000,0,744000,0,1010000,352000,317000,0,744000,0,1010000,18400,16500,0,38800,0,52400,4,5,3,5,3,FALSE,FALSE
"Blue-throated Hummingbird",4270,815465.763195435,591476.462196862,0,1793338.08844508,0,2986884.45078459,815465.763195435,591476.462196862,0,1793338.08844508,0,2986884.45078459,57164.15,41462.5,0,125713,0,209380.6,815000,591000,0,1790000,0,2990000,815000,591000,0,1790000,0,2990000,57200,41500,0,126000,0,209000,3,5,3,5,3,FALSE,FALSE
"Ruby-throated Hummingbird",4280,145638652.41,146023371.5,139973543.9,150179845.8,136545951.05,156069458.525,145638652.41,146023371.5,139973543.9,150179845.8,136545951.05,156069458.525,145638652.41,146023371.5,139973543.9,150179845.8,136545951.05,156069458.525,1.46e+08,1.46e+08,1.4e+08,1.5e+08,1.37e+08,1.56e+08,1.46e+08,1.46e+08,1.4e+08,1.5e+08,1.37e+08,1.56e+08,1.46e+08,1.46e+08,1.4e+08,1.5e+08,1.37e+08,1.56e+08,1,1,1,1,1,TRUE,TRUE
"Black-chinned Hummingbird",4290,12608932.4131585,12609202.3234415,10560236.7149758,14587480.4462848,10138347.4522659,15430471.2445365,12608932.4131585,12609202.3234415,10560236.7149758,14587480.4462848,10138347.4522659,15430471.2445365,10962205.84,10962440.5,9181069.8,12682355.5,8814279.275,13415251.7,12600000,12600000,10600000,14600000,10100000,15400000,12600000,12600000,10600000,14600000,10100000,15400000,1.1e+07,1.1e+07,9180000,12700000,8810000,13400000,2,2,2,2,2,TRUE,TRUE
"Costa's Hummingbird",4300,4442081.34953898,4300596.1860855,2536263.62112322,6602277.45180218,2024168.69237217,8055812.60477787,4442081.34953898,4300596.1860855,2536263.62112322,6602277.45180218,2024168.69237217,8055812.60477787,2119761.22,2052244.5,1210305,3150606.8,965933.3,3844233.775,4440000,4300000,2540000,6600000,2020000,8060000,4440000,4300000,2540000,6600000,2020000,8060000,2120000,2050000,1210000,3150000,966000,3840000,3,3,2,3,2,FALSE,FALSE
"Anna's Hummingbird",4310,22709443.1870428,22611694.3573668,18819237.8265413,26911724.0334378,18046205.2507837,27899549.8955068,22709443.1870428,22611694.3573668,18819237.8265413,26911724.0334378,18046205.2507837,27899549.8955068,21732937.13,21639391.5,18010010.6,25754519.9,17270218.425,26699869.25,22700000,22600000,18800000,26900000,1.8e+07,27900000,22700000,22600000,18800000,26900000,1.8e+07,27900000,21700000,21600000,1.8e+07,25800000,17300000,26700000,2,2,2,2,2,TRUE,TRUE
"Broad-tailed Hummingbird",4320,58261735.6072681,58471075.0717246,49167108.3838062,68472672.6171502,46458904.7656997,72179068.8555945,58261735.6072681,58471075.0717246,49167108.3838062,68472672.6171502,46458904.7656997,72179068.8555945,36553412.92,36684752.5,30847443.8,42959754.8,29148316.85,45285147.8,58300000,58500000,49200000,68500000,46500000,72200000,58300000,58500000,49200000,68500000,46500000,72200000,36600000,36700000,30800000,4.3e+07,29100000,45300000,1,2,1,2,1,TRUE,TRUE
"Rufous Hummingbird",4330,96208272.18,95398442,84302429.4,108928496.2,77595570.7,123043463.925,96208272.18,95398442,84302429.4,108928496.2,77595570.7,123043463.925,96208272.18,95398442,84302429.4,108928496.2,77595570.7,123043463.925,96200000,95400000,84300000,1.09e+08,77600000,1.23e+08,96200000,95400000,84300000,1.09e+08,77600000,1.23e+08,96200000,95400000,84300000,1.09e+08,77600000,1.23e+08,1,1,1,1,1,TRUE,TRUE
"Allen's Hummingbird",4340,3759472.56,3408237.5,1515692.4,6413495.6,939858.925,7893743.05,3759472.56,3408237.5,1515692.4,6413495.6,939858.925,7893743.05,3759472.56,3408237.5,1515692.4,6413495.6,939858.925,7893743.05,3760000,3410000,1520000,6410000,940000,7890000,3760000,3410000,1520000,6410000,940000,7890000,3760000,3410000,1520000,6410000,940000,7890000,3,3,2,3,2,TRUE,TRUE
"Calliope Hummingbird",4360,4884164.92634533,4805472.49223369,3595211.74466379,6239137.188095,3081730.98506864,7147056.71911013,4884164.92634533,4805472.49223369,3595211.74466379,6239137.188095,3081730.98506864,7147056.71911013,4873908.18,4795381,3587661.8,6226035,3075259.35,7132047.9,4880000,4810000,3600000,6240000,3080000,7150000,4880000,4810000,3600000,6240000,3080000,7150000,4870000,4800000,3590000,6230000,3080000,7130000,3,3,2,3,2,FALSE,TRUE
"Buff-bellied Hummingbird",4390,1577601.84331797,1126129.03225806,135995.391705069,3959811.05990783,0,5710140.55299539,1577601.84331797,1126129.03225806,135995.391705069,3959811.05990783,0,5710140.55299539,34233.96,24437,2951.1,85927.9,0,123910.05,1580000,1130000,136000,3960000,0,5710000,1580000,1130000,136000,3960000,0,5710000,34200,24400,2950,85900,0,124000,3,4,3,5,2,FALSE,FALSE
"Broad-billed Hummingbird",4410,10013775.9322034,7855525.42372881,3402786.44067797,18328576.2711864,2143484.74576271,31359822.8813559,10013775.9322034,7855525.42372881,3402786.44067797,18328576.2711864,2143484.74576271,31359822.8813559,295406.39,231738,100382.2,540693,63232.8,925114.774999999,1e+07,7860000,3400000,18300000,2140000,31400000,1e+07,7860000,3400000,18300000,2140000,31400000,295000,232000,1e+05,541000,63200,925000,2,3,2,3,2,FALSE,FALSE
"Scissor-tailed Flycatcher",4430,78920948.1243884,77137319.234533,65765228.6615201,93032215.6137871,62025752.2018049,97863495.6507557,78920948.1243884,77137319.234533,65765228.6615201,93032215.6137871,62025752.2018049,97863495.6507557,72583595.99,70943192.5,60484280.8,85561728.7,57045084.3,90005056.95,78900000,77100000,65800000,9.3e+07,6.2e+07,97900000,78900000,77100000,65800000,9.3e+07,6.2e+07,97900000,72600000,70900000,60500000,85600000,5.7e+07,9e+07,1,1,1,1,1,TRUE,TRUE
"Eastern Kingbird",4440,97146532.89,96588714,93962175.4,100831420.9,92491673.275,103315388.9,97146532.89,96588714,93962175.4,100831420.9,92491673.275,103315388.9,97146532.89,96588714,93962175.4,100831420.9,92491673.275,103315388.9,97100000,96600000,9.4e+07,1.01e+08,92500000,1.03e+08,97100000,96600000,9.4e+07,1.01e+08,92500000,1.03e+08,97100000,96600000,9.4e+07,1.01e+08,92500000,1.03e+08,1,1,1,1,1,TRUE,TRUE
