cn,aou,TimeAdj.meanlog,Dist2,Pair2,order,family,genus,family_TimeAdj.meanlog,family_Dist2,family_Pair2,genus_TimeAdj.meanlog,genus_Dist2,genus_Pair2,order_TimeAdj.meanlog,order_Dist2,order_Pair2,Pair2_final,Dist2_final,TimeAdj.meanlog_final,C_t,C_d,C_p,PIF_adj_birds_km2
White-tailed Kite,3280,0.393264523,300,1.5,Accipitriformes,Accipitridae,Elanus,0.43029992788235294,269.11764705882354,1.6911764705882353,0.393264523,300,1.5,0.43415746855555554,270.8333333333333,1.6666666666666667,1.5,300,0.393264523,1.4818103103996483,0.07073559001086145,1.5,0.15722508988544528
White-throated Sparrow,5580,0.810191169,200,2,Passeriformes,Passerellidae,Zonotrichia,0.49209269541463413,161.58536585365854,1.8841463414634145,0.5948188556666667,200,2,0.31361236473835125,159.56989247311827,1.793010752688172,2,200,0.810191169,2.248337758076552,0.15915507752443822,2,0.7156687403755905
White-throated Swift,4250,1.44612641,200,1.25,Apodiformes,Apodidae,Aeronautes,0.73944018625,200,1.5,1.44612641,200,1.25,0.40338701964285717,95,1.625,1.25,200,1.44612641,4.246632899533228,0.15915507752443822,1.25,0.844841485428801
White-winged Crossbill,5220,0.315993228,125,1.25,Passeriformes,Fringillidae,Loxia,0.2552985766,123.33333333333333,1.7,0.326885702,125,1.375,0.31361236473835125,159.56989247311827,1.793010752688172,1.25,125,0.315993228,1.371620966977403,0.407436998462562,1.25,0.6985614122669874
White-winged Dove,3190,0.154560911,200,1.5,Columbiformes,Columbidae,Zenaida,0.34525120416666666,187.5,1.5,0.23549225149999997,200,1.625,0.34525120416666666,187.5,1.5,1.5,200,0.154560911,1.1671453678838994,0.15915507752443822,1.5,0.27863566726177647
Williamson's Sapsucker,4040,0.129722328,125,1.5,Piciformes,Picidae,Sphyrapicus,0.30280097036363635,160.22727272727272,1.5909090909090908,0.26499958925,125,1.625,0.30280097036363635,160.22727272727272,1.5909090909090908,1.5,125,0.129722328,1.1385122064685287,0.407436998462562,1.5,0.6958079941747889
Willow Flycatcher,4660,0.192252001,125,2,Passeriformes,Tyrannidae,Empidonax,0.3035152834285714,167.85714285714286,1.9285714285714286,0.218500693375,121.875,2,0.31361236473835125,159.56989247311827,1.793010752688172,2,125,0.192252001,1.211975897623346,0.407436998462562,2,0.9876076438732507
Willow Ptarmigan,3010,0.516304491,125,2,Galliformes,Phasianidae,Lagopus,0.4597494906,195,1.8833333333333333,0.516304491,125,2,0.4669907040454545,205.6818181818182,1.8295454545454546,2,125,0.516304491,1.6758231727923993,0.407436998462562,2,1.3655847269530852
Wilson's Warbler,6850,0.150728497,100,2,Passeriformes,Parulidae,Cardellina,0.18184772991489362,125.42553191489361,2,0.147879178,108.33333333333333,2,0.31361236473835125,159.56989247311827,1.793010752688172,2,100,0.150728497,1.1626809438607795,0.6366203100977529,2,1.480372606050795
Winter Wren,7222,0.450595909,200,1.75,Passeriformes,Troglodytidae,Troglodytes,0.4242149559,177.5,1.825,0.37400420700000003,175,1.8333333333333333,0.31361236473835125,159.56989247311827,1.793010752688172,1.75,200,0.450595909,1.5692470353513708,0.15915507752443822,1.75,0.43706885874109896
Wood Thrush,7550,0.841982739,200,2,Passeriformes,Turdidae,Hylocichla,0.5218871619166666,181.25,1.9583333333333333,0.841982739,200,2,0.31361236473835125,159.56989247311827,1.793010752688172,2,200,0.841982739,2.320964284048376,0.15915507752443822,2,0.7387865011183431
Woodhouse's Scrub-Jay,4813,0.162746,200,1.25,Passeriformes,Corvidae,Aphelocoma,0.25450411287499997,270.3125,1.359375,0.16282873650000002,200,1.3125,0.31361236473835125,159.56989247311827,1.793010752688172,1.25,200,0.162746,1.1767377603349212,0.15915507752443822,1.25,0.23410473684004773
Worm-eating Warbler,6390,0.308009094,125,2,Passeriformes,Parulidae,Helmitheros,0.18184772991489362,125.42553191489361,2,0.308009094,125,2,0.31361236473835125,159.56989247311827,1.793010752688172,2,125,0.308009094,1.3607133632082091,0.407436998462562,2,1.1088099369469013
Wrentit,7420,0.568239126,200,2,Passeriformes,Sylviidae,Chamaea,0.568239126,200,2,0.568239126,200,2,0.31361236473835125,159.56989247311827,1.793010752688172,2,200,0.568239126,1.7651560957621266,0.15915507752443822,2,0.5618671105275119
Yellow Warbler,6520,0.100828316,125,2,Passeriformes,Parulidae,Setophaga,0.18184772991489362,125.42553191489361,2,0.16679025575,116.45833333333333,2,0.31361236473835125,159.56989247311827,1.793010752688172,2,125,0.100828316,1.106086728067497,0.407436998462562,2,0.901321313046194
Yellow-bellied Flycatcher,4630,0.180646794,125,2,Passeriformes,Tyrannidae,Empidonax,0.3035152834285714,167.85714285714286,1.9285714285714286,0.218500693375,121.875,2,0.31361236473835125,159.56989247311827,1.793010752688172,2,125,0.180646794,1.197991966606412,0.407436998462562,2,0.9762125021127567
Yellow-bellied Sapsucker,4020,0.505398175,125,1.5,Piciformes,Picidae,Sphyrapicus,0.30280097036363635,160.22727272727272,1.5909090909090908,0.26499958925,125,1.625,0.30280097036363635,160.22727272727272,1.5909090909090908,1.5,125,0.505398175,1.6576454220398973,0.407436998462562,1.5,1.0130791129067138
Yellow-billed Cuckoo,3870,0.322683865,200,2,Cuculiformes,Cuculidae,Coccyzus,0.329862399,185,1.85,0.30516066766666666,200,2,0.329862399,185,1.85,2,200,0.322683865,1.3808287535994024,0.15915507752443822,2,0.43953181465417257
Yellow-breasted Chat,6830,0.530142376,200,2,Passeriformes,Icteriidae,Icteria,0.530142376,200,2,0.530142376,200,2,0.31361236473835125,159.56989247311827,1.793010752688172,2,200,0.530142376,1.6991742130252048,0.15915507752443822,2,0.5408644072031056
Yellow-headed Blackbird,4970,0.352608969,200,1,Passeriformes,Icteridae,Xanthocephalus,0.2590635304,162.5,1.5125,0.352608969,200,1,0.31361236473835125,159.56989247311827,1.793010752688172,1,200,0.352608969,1.4227746856364687,0.15915507752443822,1,0.2264418153922804
Yellow-rumped Warbler,6556,0.260143255,125,2,Passeriformes,Parulidae,Setophaga,0.18184772991489362,125.42553191489361,2,0.16679025575,116.45833333333333,2,0.31361236473835125,159.56989247311827,1.793010752688172,2,125,0.260143255,1.297115891693769,0.407436998462562,2,1.056986011139598
Yellow-throated Vireo,6280,0.234056711,125,2,Passeriformes,Vireonidae,Vireo,0.2619165115384615,125,2,0.2619165115384615,125,2,0.31361236473835125,159.56989247311827,1.793010752688172,2,125,0.234056711,1.263716156782641,0.407436998462562,2,1.0297694356563272
Yellow-throated Warbler,6630,0.10886397,125,2,Passeriformes,Parulidae,Setophaga,0.18184772991489362,125.42553191489361,2,0.16679025575,116.45833333333333,2,0.31361236473835125,159.56989247311827,1.793010752688172,2,125,0.10886397,1.1150106651240348,0.407436998462562,2,0.9085931973037632
American Bittern,1900,0.527650945,200,2,Pelecaniformes,Ardeidae,Botaurus,0.23982376318181817,302.27272727272725,1.5909090909090908,0.527650945,200,2,0.26285551,328.3333333333333,1.5333333333333334,2,200,0.527650945,1.6949461069208511,0.15915507752443822,2,0.5395185580934656
American Coot,2210,0.091181,200,1.5,Gruiformes,Rallidae,Fulica,0.2699247755714286,146.42857142857142,1.7857142857142858,0.091181,200,1.5,0.281796248992588,146.42857142857142,1.7857142857142858,1.5,200,0.091181,1.0954672668905536,0.15915507752443822,1.5,0.2615237666811758
American White Pelican,1250,0.084189689,400,1,Pelecaniformes,Pelecanidae,Pelecanus,0.084189689,400,1,0.084189689,400,1,0.26285551,328.3333333333333,1.5333333333333334,1,400,0.084189689,1.0878352246147873,0.039788769381109555,1,0.043283624876845284
Black Tern,770,0.055300719,200,1.5,Charadriiformes,Laridae,Chlidonias,0.17254419171428573,335.7142857142857,1.5,0.055300719,200,1.5,0.3474528562144045,335.7142857142857,1.5,1.5,200,0.055300719,1.0568583842898844,0.15915507752443822,1.5,0.2523065671260136
Black-crowned Night-Heron,2020,0.271239784,200,1.5,Pelecaniformes,Ardeidae,Nycticorax,0.23982376318181817,302.27272727272725,1.5909090909090908,0.271239784,200,1.5,0.26285551,328.3333333333333,1.5333333333333334,1.5,200,0.271239784,1.3115895308658543,0.15915507752443822,1.5,0.31311920019779493
Bonaparte's Gull,600,0.050057063,200,1.5,Charadriiformes,Laridae,Chroicocephalus,0.17254419171428573,335.7142857142857,1.5,0.050057063,200,1.5,0.3474528562144045,335.7142857142857,1.5,1.5,200,0.050057063,1.0513310867701962,0.15915507752443822,1.5,0.2509870209281437
California Gull,530,0.16502702,400,1.5,Charadriiformes,Laridae,Larus,0.17254419171428573,335.7142857142857,1.5,0.1863730438,400,1.5,0.3474528562144045,335.7142857142857,1.5,1.5,400,0.16502702,1.1794249863439878,0.039788769381109555,1.5,0.07039180317593882
Caspian Tern,640,0.163403021,300,1.5,Charadriiformes,Laridae,Hydroprogne,0.17254419171428573,335.7142857142857,1.5,0.163403021,300,1.5,0.3474528562144045,335.7142857142857,1.5,1.5,300,0.163403021,1.1775111557956623,0.07073559001086145,1.5,0.12493791952436635
Cattle Egret,2001,0.201800416,400,1.5,Pelecaniformes,Ardeidae,Bubulcus,0.23982376318181817,302.27272727272725,1.5909090909090908,0.201800416,400,1.5,0.26285551,328.3333333333333,1.5333333333333334,1.5,400,0.201800416,1.2236037720041275,0.039788769381109555,1.5,0.073028532447191985
Clapper Rail,2110,0.309266965,125,2,Gruiformes,Rallidae,Rallus,0.2699247755714286,146.42857142857142,1.7857142857142858,0.2818639353333333,125,2,0.281796248992588,146.42857142857142,1.7857142857142858,2,125,0.309266965,1.3624260420257874,0.407436998462562,2,1.1102055543804303
Clark's Grebe,11,0.327301587,200,1.5,Podicipediformes,Podicipedidae,Aechmophorus,0.2540407235,200,1.5,0.327301587,200,1.5,0.2540407235,200,1.5,1.5,200,0.327301587,1.3872197815518101,0.15915507752443822,1.5,0.3311746078144689
Common Gallinule,2190,0.332267887,125,1.5,Gruiformes,Rallidae,Gallinula,0.2699247755714286,146.42857142857142,1.7857142857142858,0.332267887,125,1.5,0.281796248992588,146.42857142857142,1.7857142857142858,1.5,125,0.332267887,1.3941262667965648,0.407436998462562,1.5,0.8520279324321138
Common Loon,70,0.240477867,400,1.5,Gaviiformes,Gaviidae,Gavia,0.2424876995,400,1.5,0.2424876995,400,1.5,0.2424876995,400,1.5,1.5,400,0.240477867,1.2718567835114831,0.039788769381109555,1.5,0.07590842436740729
Common Tern,700,0.320800777,300,1.5,Charadriiformes,Laridae,Sterna,0.17254419171428573,335.7142857142857,1.5,0.2615166005,300,1.5,0.3474528562144045,335.7142857142857,1.5,1.5,300,0.320800777,1.3782309782309028,0.07073559001086145,1.5,0.14623497212461448
Double-crested Cormorant,1200,0.103993752,400,1,Suliformes,Phalacrocoracidae,Nannopterum,0.103993752,400,1,0.103993752,400,1,0.7484410685375797,400,1,1,400,0.103993752,1.1095935221535982,0.039788769381109555,1,0.044149360759742594
Eared Grebe,40,0.294673952,200,1.5,Podicipediformes,Podicipedidae,Podiceps,0.2540407235,200,1.5,0.19586719933333335,200,1.5,0.2540407235,200,1.5,1.5,200,0.294673952,1.3426885064075886,0.15915507752443822,1.5,0.3205435399927079
Forster's Tern,690,0.202232424,300,1.5,Charadriiformes,Laridae,Sterna,0.17254419171428573,335.7142857142857,1.5,0.2615166005,300,1.5,0.3474528562144045,335.7142857142857,1.5,1.5,300,0.202232424,1.2241324928200517,0.07073559001086145,1.5,0.12988460119663947
Franklin's Gull,590,0.091120732,400,1.5,Charadriiformes,Laridae,Leucophaeus,0.17254419171428573,335.7142857142857,1.5,0.152860131,400,1.5,0.3474528562144045,335.7142857142857,1.5,1.5,400,0.091120732,1.0954012472587682,0.039788769381109555,1.5,0.06537700141043834
Glaucous-winged Gull,440,0.322673266,400,1.5,Charadriiformes,Laridae,Larus,0.17254419171428573,335.7142857142857,1.5,0.1863730438,400,1.5,0.3474528562144045,335.7142857142857,1.5,1.5,400,0.322673266,1.380814118273003,0.039788769381109555,1.5,0.08241134176521697
Glossy Ibis,1860,0.352951887,400,1.5,Pelecaniformes,Threskiornithidae,Plegadis,0.406860522,400,1.5,0.366158561,400,1.5,0.26285551,328.3333333333333,1.5333333333333334,1.5,400,0.352951887,1.4232626643496782,0.039788769381109555,1.5,0.08494480488082931
Great Black-backed Gull,470,0.030213943,400,1.5,Charadriiformes,Laridae,Larus,0.17254419171428573,335.7142857142857,1.5,0.1863730438,400,1.5,0.3474528562144045,335.7142857142857,1.5,1.5,400,0.030213943,1.0306750160723364,0.039788769381109555,1.5,0.06151393578206037
Great Blue Heron,1940,0.071842395,400,1.5,Pelecaniformes,Ardeidae,Ardea,0.23982376318181817,302.27272727272725,1.5909090909090908,0.1237666665,400,1.5,0.26285551,328.3333333333333,1.5333333333333334,1.5,400,0.071842395,1.0744859863544738,0.039788769381109555,1.5,0.06412871267143828
Great Egret,1960,0.175690938,400,1.5,Pelecaniformes,Ardeidae,Ardea,0.23982376318181817,302.27272727272725,1.5909090909090908,0.1237666665,400,1.5,0.26285551,328.3333333333333,1.5333333333333334,1.5,400,0.175690938,1.1920695783039563,0.039788769381109555,1.5,0.07114647230605896
Green Heron,2010,0.098627595,200,1.5,Pelecaniformes,Ardeidae,Butorides,0.23982376318181817,302.27272727272725,1.5909090909090908,0.098627595,200,1.5,0.26285551,328.3333333333333,1.5333333333333334,1.5,200,0.098627595,1.1036552162980764,0.15915507752443822,1.5,0.2634784972652565
Horned Grebe,30,0.09042579,200,1.5,Podicipediformes,Podicipedidae,Podiceps,0.2540407235,200,1.5,0.19586719933333335,200,1.5,0.2540407235,200,1.5,1.5,200,0.09042579,1.0946402713728736,0.15915507752443822,1.5,0.2613263358775827
King Rail,2080,0.283911869,125,2,Gruiformes,Rallidae,Rallus,0.2699247755714286,146.42857142857142,1.7857142857142858,0.2818639353333333,125,2,0.281796248992588,146.42857142857142,1.7857142857142858,2,125,0.283911869,1.3283158597890408,0.407436998462562,2,1.0824100538453283
Laughing Gull,580,0.21459953,400,1.5,Charadriiformes,Laridae,Leucophaeus,0.17254419171428573,335.7142857142857,1.5,0.152860131,400,1.5,0.3474528562144045,335.7142857142857,1.5,1.5,400,0.21459953,1.239365468881096,0.039788769381109555,1.5,0.07396924023033095
Least Bittern,1910,0.290920543,125,2,Pelecaniformes,Ardeidae,Ixobrychus,0.23982376318181817,302.27272727272725,1.5909090909090908,0.290920543,125,2,0.26285551,328.3333333333333,1.5333333333333334,2,125,0.290920543,1.3376582934123078,0.407436998462562,2,1.0900229600729274
Least Tern,740,0.191317513,300,1.5,Charadriiformes,Laridae,Sternula,0.17254419171428573,335.7142857142857,1.5,0.191317513,300,1.5,0.3474528562144045,335.7142857142857,1.5,1.5,300,0.191317513,1.210843849715702,0.07073559001086145,1.5,0.12847463118099453
Little Blue Heron,2000,0.342808263,400,1.5,Pelecaniformes,Ardeidae,Egretta,0.23982376318181817,302.27272727272725,1.5909090909090908,0.27344900666666666,400,1.5,0.26285551,328.3333333333333,1.5333333333333334,1.5,400,0.342808263,1.4088985980365798,0.039788769381109555,1.5,0.08408751209796907
Mew Gull,NA,0.441761548,400,1.5,NA,NA,NA,0.321503194,177.77777777777777,1.6388888888888888,0.321503194,177.77777777777777,1.6388888888888888,0.321503194,177.77777777777777,1.6388888888888888,1.5,400,0.441761548,1.555444797286995,0.039788769381109555,1.5,0.0928338514864484
Pied-billed Grebe,60,0.282039569,200,1.5,Podicipediformes,Podicipedidae,Podilymbus,0.2540407235,200,1.5,0.282039569,200,1.5,0.2540407235,200,1.5,1.5,200,0.282039569,1.3258311807628664,0.15915507752443822,1.5,0.3165191465379472
Purple Gallinule,2180,0.332267887,125,1.5,Gruiformes,Rallidae,Porphyrio,0.2699247755714286,146.42857142857142,1.7857142857142858,0.332267887,125,1.5,0.281796248992588,146.42857142857142,1.7857142857142858,1.5,125,0.332267887,1.3941262667965648,0.407436998462562,1.5,0.8520279324321138
Red-necked Grebe,20,0.202501856,200,1.5,Podicipediformes,Podicipedidae,Podiceps,0.2540407235,200,1.5,0.19586719933333335,200,1.5,0.2540407235,200,1.5,1.5,200,0.202501856,1.2244623577219418,0.15915507752443822,1.5,0.29231910220348806
Red-throated Loon,110,0.244497532,400,1.5,Gaviiformes,Gaviidae,Gavia,0.2424876995,400,1.5,0.2424876995,400,1.5,0.2424876995,400,1.5,1.5,400,0.244497532,1.2769795106350132,0.039788769381109555,1.5,0.07621416487958801
Ring-billed Gull,540,0.157577311,400,1.5,Charadriiformes,Laridae,Larus,0.17254419171428573,335.7142857142857,1.5,0.1863730438,400,1.5,0.3474528562144045,335.7142857142857,1.5,1.5,400,0.157577311,1.1706712602490394,0.039788769381109555,1.5,0.06986935319271287
Royal Tern,650,0.194921686,300,1.5,Charadriiformes,Laridae,Thalasseus,0.17254419171428573,335.7142857142857,1.5,0.194921686,300,1.5,0.3474528562144045,335.7142857142857,1.5,1.5,300,0.194921686,1.2152158143518388,0.07073559001086145,1.5,0.12893851142806018
Snowy Egret,1970,0.210499937,400,1.5,Pelecaniformes,Ardeidae,Egretta,0.23982376318181817,302.27272727272725,1.5909090909090908,0.27344900666666666,400,1.5,0.26285551,328.3333333333333,1.5333333333333334,1.5,400,0.210499937,1.234294975461598,0.039788769381109555,1.5,0.0736666171903557
Sora,2140,0.288164849,200,2,Gruiformes,Rallidae,Porzana,0.2699247755714286,146.42857142857142,1.7857142857142858,0.288164849,200,2,0.281796248992588,146.42857142857142,1.7857142857142858,2,200,0.288164849,1.3339771908047637,0.15915507752443822,2,0.424618486436729
Tricolored Heron,1990,0.26703882,400,1.5,Pelecaniformes,Ardeidae,Egretta,0.23982376318181817,302.27272727272725,1.5909090909090908,0.27344900666666666,400,1.5,0.26285551,328.3333333333333,1.5333333333333334,1.5,400,0.26703882,1.3060911478048902,0.039788769381109555,1.5,0.07795163920607617
Virginia Rail,2120,0.252412972,125,2,Gruiformes,Rallidae,Rallus,0.2699247755714286,146.42857142857142,1.7857142857142858,0.2818639353333333,125,2,0.281796248992588,146.42857142857142,1.7857142857142858,2,125,0.252412972,1.2871274751504764,0.407436998462562,2,1.048846710228012
Western Grebe,10,0.327301587,200,1.5,Podicipediformes,Podicipedidae,Aechmophorus,0.2540407235,200,1.5,0.327301587,200,1.5,0.2540407235,200,1.5,1.5,200,0.327301587,1.3872197815518101,0.15915507752443822,1.5,0.3311746078144689
Western Gull,490,0.256373679,400,1.5,Charadriiformes,Laridae,Larus,0.17254419171428573,335.7142857142857,1.5,0.1863730438,400,1.5,0.3474528562144045,335.7142857142857,1.5,1.5,400,0.256373679,1.2922355190061514,0.039788769381109555,1.5,0.07712469157772125
White Ibis,1840,0.488264444,400,1.5,Pelecaniformes,Threskiornithidae,Eudocimus,0.406860522,400,1.5,0.488264444,400,1.5,0.26285551,328.3333333333333,1.5333333333333334,1.5,400,0.488264444,1.629485700718757,0.039788769381109555,1.5,0.0972528461335715
White-faced Ibis,1870,0.379365235,400,1.5,Pelecaniformes,Threskiornithidae,Plegadis,0.406860522,400,1.5,0.366158561,400,1.5,0.26285551,328.3333333333333,1.5333333333333334,1.5,400,0.379365235,1.4613566768911717,0.039788769381109555,1.5,0.08721837570055119
Yellow-crowned Night-Heron,2030,0.179941759,200,1.5,Pelecaniformes,Ardeidae,Nyctanassa,0.23982376318181817,302.27272727272725,1.5909090909090908,0.179941759,200,1.5,0.26285551,328.3333333333333,1.5333333333333334,1.5,200,0.179941759,1.1971476380158144,0.15915507752443822,1.5,0.28579818770490756
Cinnamon Teal,1410,0.027890615,200,1.5,Anseriformes,Anatidae,Spatula,0.2732784625406588,187.5,1.5,0.09274528899464034,200,1.5,0.2732784625406588,187.5,1.5,1.5,200,0.027890615,1.0282831995116777,0.15915507752443822,1.5,0.24548473850303767
Greater Scaup,1480,0.141999695,200,1.5,Anseriformes,Anatidae,Aythya,0.2732784625406588,187.5,1.5,0.20231947287601318,200,1.5,0.2732784625406588,187.5,1.5,1.5,200,0.141999695,1.1525762970011808,0.15915507752443822,1.5,0.2751575548530793
Lesser Scaup,1490,0.066772453,200,1.5,Anseriformes,Anatidae,Aythya,0.2732784625406588,187.5,1.5,0.20231947287601318,200,1.5,0.2732784625406588,187.5,1.5,1.5,200,0.066772453,1.069052190877125,0.15915507752443822,1.5,0.25521762647507906
Mottled Duck,1340,0.185317762,200,1.5,Anseriformes,Anatidae,Anas,0.2732784625406588,187.5,1.5,0.15448810143790614,200,1.5,0.2732784625406588,187.5,1.5,1.5,200,0.185317762,1.2036008379782024,0.15915507752443822,1.5,0.28733877701534943
Ruddy Duck,1670,0.155034166,200,1.5,Anseriformes,Anatidae,Oxyura,0.2732784625406588,187.5,1.5,0.155034166,200,1.5,0.2732784625406588,187.5,1.5,1.5,200,0.155034166,1.1676978559885447,0.15915507752443822,1.5,0.27876756419246573
Wood Duck,1440,0.255417551,125,1.5,Anseriformes,Anatidae,Aix,0.2732784625406588,187.5,1.5,0.255417551,125,1.5,0.2732784625406588,187.5,1.5,1.5,125,0.255417551,1.291000566924048,0.407436998462562,1.5,0.7890020940015
American Avocet,2250,0.17360387497628504,NA,NA,Charadriiformes,Recurvirostridae,Recurvirostra,0.22098443375460541,NA,NA,0.17360387497628504,NA,NA,0.3474528562144045,335.7142857142857,1.5,1.5,335.7142857142857,0.17360387497628504,1.1895842483876076,0.05648600306888166,1.5,0.10079228925767353
American Black Duck,1330,0.18185088047885076,NA,NA,Anseriformes,Anatidae,Anas,0.2732784625406588,187.5,1.5,0.15448810143790614,200,1.5,0.2732784625406588,187.5,1.5,1.5,200,0.18185088047885076,1.1994353213227396,0.15915507752443822,1.5,0.28634433232600515
American Wigeon,1370,0.2912002468466076,NA,NA,Anseriformes,Anatidae,Mareca,0.2732784625406588,187.5,1.5,0.21577773130192046,NA,NA,0.2732784625406588,187.5,1.5,1.5,187.5,0.2912002468466076,1.3380324939126418,0.1810831104278053,1.5,0.363442628776762
American Woodcock,2280,3.816523623569087,NA,NA,Charadriiformes,Scolopacidae,Scolopax,0.603216923119887,NA,NA,3.816523623569087,NA,NA,0.3474528562144045,335.7142857142857,1.5,1.5,335.7142857142857,3.816523623569087,45.445946174674816,0.05648600306888166,1.5,3.8505897826363684
Anhinga,1180,1.3928883850751594,NA,NA,Suliformes,Anhingidae,Anhinga,1.3928883850751594,NA,NA,1.3928883850751594,NA,NA,0.7484410685375797,400,1,1,400,1.3928883850751594,4.0264632495842765,0.039788769381109555,1,0.16020801765922174
Barrow's Goldeneye,1520,1.1175849484786202,NA,NA,Anseriformes,Anatidae,Bucephala,0.2732784625406588,187.5,1.5,0.6811897789948185,NA,NA,0.2732784625406588,187.5,1.5,1.5,187.5,1.1175849484786202,3.0574613531367576,0.1810831104278053,1.5,0.8304819177582158
Black-bellied Whistling-Duck,1770,0.5174379581721832,NA,NA,Anseriformes,Anatidae,Dendrocygna,0.2732784625406588,187.5,1.5,0.5174379581721832,NA,NA,0.2732784625406588,187.5,1.5,1.5,187.5,0.5174379581721832,1.677723740257079,0.1810831104278053,1.5,0.4557111499864848
Black-necked Stilt,2260,0.2683649925329258,NA,NA,Charadriiformes,Recurvirostridae,Himantopus,0.22098443375460541,NA,NA,0.2683649925329258,NA,NA,0.3474528562144045,335.7142857142857,1.5,1.5,335.7142857142857,0.2683649925329258,1.3078243990516774,0.05648600306888166,1.5,0.11081065952758704
Blue-winged Teal,1400,0.1392342147373877,NA,NA,Anseriformes,Anatidae,Spatula,0.2732784625406588,187.5,1.5,0.09274528899464034,200,1.5,0.2732784625406588,187.5,1.5,1.5,200,0.1392342147373877,1.149393273323862,0.15915507752443822,1.5,0.2743976632828906
Bufflehead,1530,0.44261361511174085,NA,NA,Anseriformes,Anatidae,Bucephala,0.2732784625406588,187.5,1.5,0.6811897789948185,NA,NA,0.2732784625406588,187.5,1.5,1.5,187.5,0.44261361511174085,1.556770705444039,0.1810831104278053,1.5,0.4228573223470429
Canada Goose,1720,0.2774865131850055,NA,NA,Anseriformes,Anatidae,Branta,0.2732784625406588,187.5,1.5,0.2774865131850055,NA,NA,0.2732784625406588,187.5,1.5,1.5,187.5,0.2774865131850055,1.3198083190130987,0.1810831104278053,1.5,0.3584924933630776
Canvasback,1470,0.13554355984728708,NA,NA,Anseriformes,Anatidae,Aythya,0.2732784625406588,187.5,1.5,0.20231947287601318,200,1.5,0.2732784625406588,187.5,1.5,1.5,200,0.13554355984728708,1.1451590777025487,0.15915507752443822,1.5,0.27338682268434494
Common Goldeneye,1510,0.4833707733940942,NA,NA,Anseriformes,Anatidae,Bucephala,0.2732784625406588,187.5,1.5,0.6811897789948185,NA,NA,0.2732784625406588,187.5,1.5,1.5,187.5,0.4833707733940942,1.621531014125291,0.1810831104278053,1.5,0.4404478195394418
Common Merganser,1290,0.4042843208780431,NA,NA,Anseriformes,Anatidae,Mergus,0.2732784625406588,187.5,1.5,0.44406404281840406,NA,NA,0.2732784625406588,187.5,1.5,1.5,187.5,0.4042843208780431,1.498229864437221,0.1810831104278053,1.5,0.40695618598218164
Gadwall,1350,0.1403552157572333,NA,NA,Anseriformes,Anatidae,Mareca,0.2732784625406588,187.5,1.5,0.21577773130192046,NA,NA,0.2732784625406588,187.5,1.5,1.5,187.5,0.1403552157572333,1.1506824668140658,0.1810831104278053,1.5,0.31255374030814637
Greater Yellowlegs,2540,0.23174090901708952,NA,NA,Charadriiformes,Scolopacidae,Tringa,0.603216923119887,NA,NA,0.1918977852421416,NA,NA,0.3474528562144045,335.7142857142857,1.5,1.5,335.7142857142857,0.23174090901708952,1.2607930264028733,0.05648600306888166,1.5,0.10682573813792594
Green-winged Teal,1390,0.10609823256314678,NA,NA,Anseriformes,Anatidae,Anas,0.2732784625406588,187.5,1.5,0.15448810143790614,200,1.5,0.2732784625406588,187.5,1.5,1.5,200,0.10609823256314678,1.1119310989837368,0.15915507752443822,1.5,0.2654542203908856
Hooded Merganser,1310,0.2344372479269687,NA,NA,Anseriformes,Anatidae,Lophodytes,0.2732784625406588,187.5,1.5,0.2344372479269687,NA,NA,0.2732784625406588,187.5,1.5,1.5,187.5,0.2344372479269687,1.2641971389554385,0.1810831104278053,1.5,0.3433871251739748
Killdeer,2730,0.2357062681753604,NA,NA,Charadriiformes,Charadriidae,Charadrius,0.2357062681753604,NA,NA,0.2357062681753604,NA,NA,0.3474528562144045,335.7142857142857,1.5,1.5,335.7142857142857,0.2357062681753604,1.2658024490928323,0.05648600306888166,1.5,0.10725018153608347
Lesser Yellowlegs,2550,0.11758763292989456,NA,NA,Charadriiformes,Scolopacidae,Tringa,0.603216923119887,NA,NA,0.1918977852421416,NA,NA,0.3474528562144045,335.7142857142857,1.5,1.5,335.7142857142857,0.11758763292989456,1.124780193408803,0.05648600306888166,1.5,0.09530150618506043
Long-billed Curlew,2640,0.40513447761541466,NA,NA,Charadriiformes,Scolopacidae,Numenius,0.603216923119887,NA,NA,0.40513447761541466,NA,NA,0.3474528562144045,335.7142857142857,1.5,1.5,335.7142857142857,0.40513447761541466,1.4995041362392323,0.05648600306888166,1.5,0.12705149286211503
Mallard,1320,0.191604063117021,NA,NA,Anseriformes,Anatidae,Anas,0.2732784625406588,187.5,1.5,0.15448810143790614,200,1.5,0.2732784625406588,187.5,1.5,1.5,200,0.191604063117021,1.2111908668790619,0.15915507752443822,1.5,0.2891507644725429
Marbled Godwit,2490,0.2171988714925356,NA,NA,Charadriiformes,Scolopacidae,Limosa,0.603216923119887,NA,NA,0.2171988714925356,NA,NA,0.3474528562144045,335.7142857142857,1.5,1.5,335.7142857142857,0.2171988714925356,1.2425911935325018,0.05648600306888166,1.5,0.10528351495686332
Northern Pintail,1430,0.10756956903051226,NA,NA,Anseriformes,Anatidae,Anas,0.2732784625406588,187.5,1.5,0.15448810143790614,200,1.5,0.2732784625406588,187.5,1.5,1.5,200,0.10756956903051226,1.1135683279208293,0.15915507752443822,1.5,0.26584508033849796
